23:5,2,4,4,9,9,9,8,9,5,8,8,9,1,6,7,1,9,4,8,2,7,3,6,1,5,4,4,4,4
24:7,9,4,2,6,5,4,5,5,6,9,2,5,9,5,9,6,9,5,6,2,6,7,3,1,9,6,2,5,1
25:2,8,7,5,6,6,9,9,1,3,1,6,4,2,1,9,3,6,1,3,5,1,3,5,5,5,8,1,3,1
26:5,2,6,8,2,5,8,7,3,3,1,6,5,6,2,9,7,9,9,6,8,6,1,8,2,7,9,1,5,5
27:9,8,5,8,3,8,2,4,1,9,1,7,1,6,9,2,9,8,6,6,2,7,4,5,9,3,1,9,6,6
28:7,4,6,4,2,8,7,7,4,2,5,8,3,5,9,8,9,1,3,8,3,4,4,6,5,8,4,6,2,6
29:1,6,6,2,6,3,6,4,8,6,7,7,2,8,3,7,1,5,9,2,9,2,3,7,5,5,2,1,3,8
30:9,3,9,9,2,2,5,9,4,2,4,5,3,6,7,7,9,2,2,3,7,8,1,8,1,2,5,4,2,3
31:9,7,2,3,6,3,1,9,6,4,7,6,7,2,2,7,7,6,1,3,3,1,2,3,6,6,3,5,2,8
32:2,8,4,6,4,8,6,8,1,2,6,8,5,8,9,5,1,6,8,7,7,8,5,5,3,1,6,2,6,2
33:6,3,4,8,4,4,7,4,1,8,9,8,7,8,3,8,4,5,4,2,9,5,1,1,2,7,9,7,2,7
34:9,7,9,7,5,3,8,9,5,1,9,2,3,8,7,3,6,2,9,7,1,9,4,9,1,1,6,3,7,3
35:1,9,3,1,4,4,7,5,9,7,7,9,8,7,2,8,1,8,4,9,8,3,1,2,1,8,5,8,5,7
36:1,8,4,6,2,9,5,4,5,7,7,3,1,4,2,3,1,6,3,4,6,3,4,2,5,2,3,1,7,7
37:7,4,3,2,5,5,6,6,9,4,9,8,5,6,1,7,1,8,1,1,7,7,1,2,2,2,6,2,6,4
38:7,7,6,3,3,9,7,1,1,8,3,4,2,3,8,8,4,9,2,5,3,2,1,3,9,8,5,5,5,3
39:3,1,3,6,9,5,4,5,9,2,5,3,7,9,8,7,4,6,9,8,3,9,7,3,3,1,8,8,6,6
40:9,8,4,4,2,7,3,3,4,6,7,9,9,3,9,9,3,5,3,6,9,2,7,3,2,5,2,6,4,3
41:3,9,9,1,7,6,8,5,9,1,6,1,5,3,9,1,6,5,3,4,5,9,4,9,8,9,2,2,8,2
42:6,3,1,9,3,4,5,9,3,4,1,2,8,6,7,8,9,9,4,5,4,4,9,5,9,4,5,4,8,7
43:9,1,1,8,5,7,5,6,8,8,3,2,3,5,4,9,7,2,9,9,3,8,2,3,6,8,1,4,1,9
44:7,2,1,4,5,6,2,4,7,8,5,8,9,9,1,1,3,4,7,4,2,1,6,5,8,3,1,4,3,9
45:5,2,6,8,2,5,8,7,3,3,1,6,5,6,2,9,7,9,9,6,8,6,1,8,1,7,9,1,5,5
46:8,5,5,8,6,1,9,6,1,3,3,8,8,1,7,1,2,1,2,9,1,9,5,5,5,2,2,2,9,8
47:3,1,3,6,9,5,4,1,9,2,5,3,7,9,8,7,4,6,9,8,3,9,7,3,3,1,8,8,6,8
48:3,2,1,4,9,7,3,7,2,8,7,9,5,1,1,2,5,9,5,1,7,1,2,3,8,4,5,2,7,7
49:7,3,2,5,9,5,9,6,9,7,7,7,6,5,2,1,6,5,5,2,5,1,8,2,1,1,1,8,1,2
50:4,7,2,2,9,9,2,9,4,8,1,1,6,9,4,6,5,5,9,4,2,8,3,8,5,2,7,7,6,1
51:4,6,7,4,1,6,6,3,6,2,1,9,6,2,7,3,2,1,4,7,6,8,7,8,4,4,9,5,6,3
52:4,8,5,6,3,6,6,1,8,1,2,1,3,2,5,9,1,6,5,9,3,1,7,6,1,5,2,9,9,1
53:1,7,7,4,7,5,6,7,5,5,9,1,7,6,2,7,7,9,5,2,8,3,1,1,8,6,1,9,6,9
54:3,6,5,5,8,4,2,3,8,4,9,5,3,3,9,2,7,4,9,6,5,3,7,4,4,7,8,5,5,8
55:7,2,4,4,2,8,5,2,7,7,2,4,6,2,9,2,9,5,7,9,9,9,9,3,6,1,7,5,5,4
56:4,3,7,5,9,7,9,6,2,3,4,6,8,8,5,3,9,2,7,6,6,9,8,7,6,6,3,6,8,7
57:9,8,4,4,2,7,3,3,4,6,7,9,9,6,9,9,3,5,3,6,9,2,7,3,2,5,2,6,4,3
58:6,3,1,9,3,4,4,9,3,4,1,2,8,6,7,8,9,9,4,5,4,4,9,5,9,4,5,4,8,5
59:2,4,5,1,4,9,2,1,1,1,7,1,8,7,6,2,7,9,8,5,4,9,8,6,9,6,7,5,8,8
60:3,9,9,1,7,6,8,5,9,1,6,1,5,3,9,1,6,5,3,4,5,9,4,9,8,9,2,6,8,2
61:9,8,4,4,2,7,3,3,4,6,7,9,9,3,9,9,3,5,3,6,9,2,7,3,2,5,2,6,4,3
62:2,8,4,4,9,5,7,9,9,7,3,7,9,8,2,4,6,1,2,4,8,6,8,8,8,9,4,4,9,7
63:2,7,1,4,9,5,8,2,2,7,8,6,7,2,7,7,5,7,4,7,5,7,6,6,7,2,5,6,8,4
64:2,6,2,9,5,8,1,3,4,4,4,3,5,4,8,2,4,8,6,7,9,8,7,3,9,3,7,3,4,1
65:1,6,8,8,7,7,2,9,6,6,5,4,4,2,9,5,9,5,6,8,3,1,2,7,6,2,6,6,3,8
66:8,5,1,9,2,8,6,7,1,3,9,1,7,1,7,6,1,1,6,8,2,4,2,9,5,3,9,5,5,7
67:5,2,6,1,8,2,4,5,8,9,3,2,9,9,9,4,8,8,5,7,9,7,2,7,7,7,2,7,9,1
68:1,2,2,5,1,6,5,1,6,1,3,1,3,4,5,9,7,5,7,8,4,7,7,9,9,3,1,2,5,9
69:9,8,5,5,4,9,2,9,3,8,4,8,2,4,2,2,8,6,2,6,6,6,9,9,1,6,2,4,7,8
70:1,3,8,2,5,4,1,8,8,6,6,5,8,1,5,3,7,6,6,6,1,1,1,8,6,1,4,5,4,4
71:5,1,4,2,8,2,6,8,3,8,6,2,3,5,6,9,6,1,3,4,5,5,5,2,2,8,2,9,6,8
72:6,5,7,4,9,6,1,8,9,9,8,9,9,3,7,4,8,6,7,9,2,9,1,5,1,6,3,4,3,1
73:6,7,4,8,7,1,9,7,1,9,6,5,3,1,4,3,4,6,8,3,1,9,1,2,2,1,8,2,7,1
74:8,1,7,5,3,3,1,3,3,7,9,8,3,9,2,2,4,4,5,4,9,4,2,6,4,8,2,9,2,5
75:7,4,1,5,2,6,3,3,8,5,8,1,8,1,6,7,8,9,5,9,5,3,6,6,8,4,3,1,1,7
76:7,2,5,4,9,1,5,8,9,6,9,9,6,4,1,1,1,7,4,1,1,8,9,1,2,3,8,1,9,6
77:8,3,5,2,7,3,7,1,1,9,2,3,6,1,2,7,8,9,3,2,8,3,6,4,8,5,6,5,4,9
78:9,2,2,9,4,9,3,2,1,2,2,2,8,4,6,7,8,2,9,4,5,3,8,3,4,3,3,5,6,4
79:7,3,2,5,9,5,9,7,9,7,7,7,6,5,2,1,6,5,5,2,5,1,8,2,1,1,1,8,1,2
80:6,1,7,2,5,4,8,7,8,3,7,4,6,4,8,8,1,4,3,5,4,4,3,9,8,6,2,8,3,9
81:3,5,3,2,7,5,3,8,7,3,1,2,1,4,7,3,6,3,5,9,1,8,3,9,6,6,4,9,4,7
82:7,9,4,4,8,7,1,6,8,1,9,3,5,5,8,2,9,8,6,3,5,2,4,3,8,4,7,8,7,4
83:8,5,2,3,9,1,7,3,7,4,6,3,6,7,8,1,3,9,1,7,7,8,3,6,8,6,3,8,2,4
84:6,3,4,8,4,4,7,4,1,8,9,8,7,8,3,8,4,5,4,2,9,5,1,1,2,7,9,7,2,2
85:9,7,2,3,6,3,1,9,6,4,3,6,7,2,2,7,7,6,1,3,3,1,2,3,6,6,3,5,2,9
86:8,2,1,1,9,1,9,4,6,1,2,8,1,2,9,8,2,4,7,9,2,6,1,4,1,7,1,9,6,7
87:4,6,7,4,1,6,6,3,6,2,1,9,6,2,7,3,2,1,4,7,1,8,7,8,4,4,9,5,6,9
88:9,5,9,8,8,9,3,7,5,3,6,6,1,4,9,8,2,5,8,3,3,4,6,1,7,7,5,2,7,1
89:8,6,5,2,2,3,7,7,8,8,8,5,6,5,9,1,3,9,7,1,4,1,4,3,4,3,4,6,8,2
90:7,3,8,3,8,6,6,4,1,8,5,5,7,1,9,9,6,9,7,2,8,1,8,8,9,4,6,8,5,7
91:3,2,6,7,7,9,9,4,9,5,3,7,4,9,6,8,4,1,1,9,2,1,8,8,1,9,1,1,7,8
92:9,2,1,4,6,3,9,4,1,1,9,8,1,3,5,5,5,8,5,1,5,6,4,6,3,4,9,5,9,4
93:9,5,9,8,8,9,3,7,5,3,6,6,1,4,9,8,2,5,8,3,3,4,6,1,7,7,5,2,7,1
94:4,2,1,5,6,1,7,5,4,3,6,1,5,3,4,1,2,8,5,1,8,9,3,7,1,7,7,3,6,3
95:4,7,5,4,5,3,6,2,2,1,5,9,3,6,1,7,6,1,9,4,7,7,2,3,6,9,1,3,2,6
96:2,8,7,5,6,6,9,9,1,3,1,6,4,2,1,9,3,6,1,3,5,1,3,5,5,5,8,1,3,8
97:3,4,3,2,9,7,7,7,5,5,9,6,6,4,7,3,3,3,2,2,9,8,5,4,6,6,1,6,7,1
98:6,7,4,8,7,1,9,7,1,9,8,5,3,1,4,3,4,6,8,3,1,9,1,2,2,1,8,2,7,5
99:4,5,3,2,7,5,3,8,7,3,1,2,1,4,7,3,6,3,5,9,1,8,3,9,6,6,4,9,4,7
100:3,6,5,5,8,4,2,3,8,4,9,5,3,3,9,2,1,4,9,6,5,3,7,4,4,7,8,5,5,4
101:2,4,3,9,6,1,6,3,8,7,1,1,4,3,9,9,7,2,9,3,6,8,6,1,2,1,3,2,7,2
102:1,4,9,1,3,6,3,4,5,5,2,7,7,3,7,7,3,2,8,8,3,1,7,1,1,1,9,7,7,3
103:3,4,9,8,2,4,6,9,4,6,5,1,5,4,4,5,8,1,9,8,2,2,7,5,2,3,1,7,1,1
104:4,9,2,5,1,8,8,7,9,4,2,9,2,8,9,5,9,6,6,1,5,9,1,1,2,4,6,2,4,3
105:1,2,9,7,8,7,8,5,1,9,4,9,8,9,4,2,8,5,3,6,6,9,5,6,6,7,9,7,2,5
106:8,5,5,8,6,1,9,6,1,3,3,8,8,1,7,1,2,1,2,2,1,9,5,5,5,2,2,2,9,4
107:5,5,2,3,6,9,2,9,3,7,7,7,8,6,6,4,9,5,9,2,6,3,8,4,7,5,5,8,8,7
108:3,7,8,3,5,7,5,9,8,8,1,4,4,8,7,4,3,1,6,3,7,2,4,6,5,3,5,9,8,1
109:9,2,9,2,7,7,8,6,8,5,6,1,2,8,7,3,6,4,4,3,4,3,3,2,8,1,8,2,8,9
110:2,2,9,2,5,2,9,4,3,3,8,3,3,5,4,9,5,3,5,6,7,7,9,9,9,3,7,2,7,7
111:4,7,8,8,8,5,1,2,3,6,6,7,2,8,5,2,8,8,8,3,8,7,3,3,6,8,9,9,3,8
112:6,6,1,6,5,1,3,1,6,4,8,7,7,5,9,6,7,2,6,2,8,8,7,6,5,9,9,7,4,2
113:7,2,3,7,7,7,1,5,4,1,9,8,3,2,7,4,7,6,2,4,2,2,9,2,7,5,3,8,7,1
114:7,2,5,4,9,1,5,8,9,6,9,9,6,4,1,1,1,7,4,1,1,8,9,9,2,3,8,1,9,1
115:7,9,6,1,1,5,9,7,4,8,2,3,3,2,9,8,2,1,5,5,6,6,6,7,1,2,3,6,5,3
116:5,4,2,4,1,5,5,3,1,2,1,4,8,2,4,1,1,8,5,7,7,2,8,3,9,2,9,9,3,1
117:6,6,1,6,5,1,3,1,6,4,8,7,7,5,9,6,7,2,6,5,8,8,7,6,5,9,9,7,4,5
118:2,7,8,6,1,8,8,1,2,2,7,4,7,8,1,8,7,4,4,8,5,9,4,8,1,8,8,4,3,6
119:5,5,5,7,5,4,5,8,9,5,7,9,1,7,2,3,1,6,1,9,8,9,7,9,9,3,3,5,6,9
120:3,4,6,1,9,5,4,4,5,4,7,7,3,4,2,7,6,1,9,4,3,9,7,1,5,5,3,5,9,5
121:6,6,1,6,5,1,3,1,6,4,8,7,7,5,9,6,7,2,6,2,8,8,7,6,5,9,9,7,4,5
122:2,8,4,6,4,8,4,8,1,2,6,8,5,8,9,5,1,6,8,7,7,8,5,5,3,1,6,2,6,2
123:8,5,8,8,4,8,9,6,1,2,9,5,4,8,5,8,3,3,6,3,4,5,6,4,6,4,5,6,6,2
124:1,1,6,7,3,8,7,4,4,7,9,5,7,7,3,9,1,8,2,5,7,3,7,6,2,8,8,8,4,1
125:1,7,4,3,3,7,7,2,2,1,3,6,7,5,4,9,1,8,8,7,7,4,4,6,4,6,6,4,8,5
126:8,4,9,5,9,9,6,1,4,1,8,2,2,1,1,6,5,5,7,2,8,6,7,3,5,2,4,7,9,5
127:7,5,9,9,2,2,6,2,7,7,6,9,5,8,8,9,7,5,8,8,8,4,1,2,5,4,2,8,2,9
128:7,7,6,3,3,9,5,1,1,8,3,4,2,3,8,8,4,9,2,5,3,2,1,3,9,8,5,5,5,3
129:9,6,1,2,9,4,3,8,7,8,7,8,2,7,6,4,7,1,9,3,8,9,5,2,4,8,6,8,3,3
130:3,2,1,7,3,8,2,3,9,1,5,5,2,9,8,2,9,1,7,9,7,9,8,7,1,6,2,3,3,9
131:7,4,6,4,2,4,7,7,4,2,5,8,3,5,9,8,9,1,3,8,3,4,4,6,5,8,4,6,2,6
132:9,1,1,8,5,7,5,6,8,8,3,2,3,5,4,9,7,2,9,9,3,8,2,3,6,8,1,4,1,1
133:6,1,6,9,5,2,7,4,4,5,4,1,3,6,2,7,6,3,7,5,8,6,8,5,5,6,2,6,1,3
134:3,3,5,4,9,8,2,9,7,7,4,7,3,9,7,3,7,5,5,8,8,8,9,7,1,5,4,5,7,8
135:8,6,9,1,5,5,5,6,7,5,3,3,5,5,4,4,1,6,3,9,8,8,4,8,7,3,2,9,3,1
136:3,9,9,1,7,6,8,5,9,1,6,1,5,3,9,1,6,5,3,4,5,9,4,9,8,9,2,6,8,6
137:3,9,9,3,5,6,6,7,1,6,5,3,2,1,9,3,3,8,5,3,9,6,8,3,6,6,4,7,9,5
138:2,4,1,8,8,2,9,6,3,2,7,5,3,1,2,4,6,3,1,3,6,4,8,6,3,7,2,8,3,4
139:1,8,4,6,2,9,5,4,5,7,7,3,1,4,2,8,1,6,3,4,6,3,4,2,5,2,3,1,7,5
140:5,5,6,4,8,3,4,8,9,9,9,9,1,9,2,5,6,2,4,6,8,3,5,5,4,7,3,8,9,4
141:1,2,7,6,6,7,9,2,4,2,1,1,9,1,3,5,3,7,3,8,2,4,3,8,7,2,4,5,1,9
142:6,3,9,9,5,5,7,6,4,1,3,9,2,2,8,2,5,8,8,2,2,3,7,6,3,7,1,4,4,4
143:1,6,8,8,7,7,2,9,6,6,5,4,4,2,9,5,9,5,6,8,3,1,2,7,6,2,6,6,3,5
144:9,7,9,7,5,3,8,9,5,1,9,2,3,8,7,3,6,2,9,7,1,9,4,9,1,1,6,3,7,5
145:7,2,4,2,6,2,9,9,6,8,9,2,2,8,1,3,5,8,3,1,4,6,6,4,4,4,3,7,1,5
146:9,5,6,9,7,6,9,6,2,9,1,7,1,2,6,6,2,2,9,5,3,1,7,6,9,5,8,5,6,7
147:9,5,7,2,8,3,8,4,4,3,3,4,7,2,6,3,4,5,6,4,9,9,4,2,7,1,2,2,2,9
148:4,3,3,3,6,5,5,2,7,7,3,9,5,4,6,6,1,6,6,9,3,6,1,8,9,4,4,7,6,1
149:3,6,2,9,5,2,4,3,4,9,7,7,1,1,6,2,1,2,3,4,7,7,8,2,3,7,2,3,3,1
150:1,6,4,2,6,6,3,5,2,9,8,8,8,7,2,1,1,8,9,2,1,8,5,2,7,8,4,6,7,5
151:8,7,1,9,9,9,9,3,3,2,2,6,1,7,5,8,8,7,2,7,7,2,9,8,5,1,2,5,8,7
152:7,7,4,6,2,1,5,8,1,9,6,5,3,6,2,2,5,8,2,1,4,2,5,3,1,2,1,1,3,6
153:7,3,8,3,8,6,6,4,1,8,5,5,7,1,9,9,6,9,5,2,8,1,8,8,9,4,6,8,5,8
154:2,6,1,5,5,2,3,2,2,3,6,7,9,9,6,7,1,5,5,7,1,1,2,1,5,1,1,4,7,4
155:5,2,4,8,3,2,7,6,9,8,5,3,6,6,3,6,2,6,2,2,8,7,6,1,5,5,4,5,6,8
156:9,9,2,3,2,8,2,7,8,7,3,3,2,6,5,3,1,4,8,5,8,7,9,3,8,4,8,8,4,8
157:2,2,6,9,5,3,8,3,7,7,9,1,5,2,3,3,9,1,5,6,3,8,7,1,3,1,5,1,3,9
158:4,3,7,5,9,7,9,6,2,3,4,6,8,8,5,3,9,2,7,6,6,9,8,7,6,6,3,6,8,7
159:8,5,8,9,4,4,5,9,9,8,9,5,8,2,1,7,5,4,8,8,8,6,9,1,1,2,1,2,8,4
160:4,3,3,3,6,5,5,2,7,7,3,9,5,4,6,6,1,6,6,9,3,6,1,8,9,4,4,7,6,3
161:5,7,3,8,8,4,8,6,9,9,2,6,9,2,7,9,3,3,5,5,8,6,3,5,3,5,5,1,6,6
162:3,2,8,3,3,5,4,7,6,9,3,9,4,7,7,7,9,5,6,2,4,6,4,5,7,9,4,2,7,4
163:3,3,2,6,7,8,2,3,7,1,3,2,2,4,2,6,4,9,1,2,2,9,5,7,9,7,9,8,8,5
164:7,7,5,9,8,2,4,2,3,6,8,4,2,9,3,4,5,8,8,5,3,5,2,1,7,1,6,7,7,9
165:7,9,4,4,8,7,1,6,8,1,9,3,5,5,8,2,9,8,6,3,5,2,4,3,8,4,7,8,7,3
166:1,4,9,1,3,6,3,4,5,5,2,7,7,3,7,7,3,2,8,7,3,1,7,1,1,1,9,7,7,3
167:4,1,3,8,3,7,3,9,8,4,9,8,1,4,1,5,6,1,4,1,2,7,3,2,9,1,5,5,3,3
168:9,6,1,2,9,4,3,8,7,8,7,8,2,7,5,4,7,1,9,3,8,9,5,2,4,8,6,8,3,3
169:5,7,8,5,5,9,8,3,3,2,3,6,8,2,4,8,8,3,7,9,6,8,3,6,9,3,9,4,7,9
170:1,2,7,4,9,4,8,3,1,1,3,1,9,3,2,8,8,8,6,6,9,2,9,8,7,2,7,4,1,5
171:2,8,4,9,9,6,1,5,3,3,4,8,7,7,5,5,2,8,1,5,9,6,9,8,9,9,3,9,5,7
172:6,5,1,8,6,7,5,1,4,1,1,2,2,3,5,1,3,6,3,2,4,4,6,8,7,8,4,4,9,6
173:4,6,8,9,2,9,4,6,3,6,2,6,4,6,3,8,3,4,8,7,5,4,3,4,8,1,6,4,6,1
174:1,8,4,2,4,2,6,3,2,5,5,6,6,6,5,6,1,4,2,4,3,3,1,2,9,9,4,2,1,2
175:6,3,4,4,1,2,3,8,6,9,5,4,9,5,9,5,2,5,3,6,8,9,4,5,9,1,7,1,8,9
176:9,1,1,5,4,3,9,5,4,6,4,9,9,1,4,3,8,6,4,6,7,9,2,2,8,1,2,3,8,7
177:2,6,8,7,2,6,5,8,1,3,4,4,4,7,2,8,8,6,1,5,9,2,7,9,5,8,5,9,2,7
178:3,9,9,3,5,6,6,7,1,6,5,3,2,1,9,3,3,8,5,3,9,6,8,3,6,6,4,7,9,2
179:5,1,9,6,1,1,3,3,1,8,9,3,9,5,7,3,1,4,6,6,1,3,9,5,7,9,3,6,1,2
180:4,5,7,8,7,6,2,9,3,4,2,9,6,5,7,1,1,3,2,5,9,2,4,8,6,5,8,6,6,9
181:9,3,5,3,6,9,9,9,9,4,5,8,6,8,5,5,6,8,2,8,2,9,9,4,9,4,4,4,3,3
182:6,9,2,1,2,4,2,8,9,8,8,4,4,8,7,8,9,3,2,8,7,3,8,6,5,8,5,1,8,8
183:1,2,4,7,8,7,8,5,1,9,4,9,8,9,4,2,8,5,3,6,6,9,5,6,6,7,9,7,2,5
184:4,6,7,4,1,6,6,3,6,2,1,9,6,2,7,3,2,1,4,7,6,8,7,8,4,4,9,5,6,9
185:7,7,1,9,3,2,1,5,5,6,2,4,9,8,8,7,4,7,9,3,9,5,8,7,7,4,5,3,3,9
186:9,1,6,8,1,5,3,1,1,3,2,2,4,6,9,6,1,2,9,1,1,4,6,1,7,8,4,1,1,1
187:4,5,7,8,7,6,2,9,3,4,2,9,6,5,3,1,1,3,2,5,9,2,4,8,6,5,8,6,6,4
188:4,4,3,3,1,7,4,2,6,1,8,5,9,7,9,8,2,4,4,2,6,3,2,9,4,2,9,3,9,9
189:7,9,4,4,8,7,1,6,8,1,9,3,5,5,8,2,9,8,6,3,5,2,4,3,8,4,7,8,7,4
190:5,1,4,2,8,2,6,8,9,8,6,2,3,5,6,9,6,1,3,4,5,5,5,2,2,8,2,9,6,6
191:1,7,7,4,7,5,6,7,5,5,9,1,7,6,2,7,7,9,5,2,8,3,1,1,8,6,1,2,6,9
192:6,7,4,5,2,9,4,7,2,6,2,3,4,5,5,2,8,7,1,1,5,5,1,1,2,3,8,9,9,3
193:8,5,5,8,6,1,9,6,1,3,3,8,8,1,7,1,2,1,2,9,1,9,5,5,5,2,2,2,9,4
194:8,1,3,9,2,9,3,1,6,2,3,2,4,4,3,1,6,1,7,3,8,1,9,3,3,7,7,7,1,6
195:9,1,9,7,5,2,9,4,8,2,4,1,7,5,1,6,7,3,5,2,2,9,5,4,4,3,9,2,5,3
196:4,4,9,5,6,6,6,1,9,3,9,3,6,1,7,8,4,5,6,3,2,2,5,4,7,9,9,9,1,4
197:9,9,4,2,8,1,6,4,3,3,9,3,2,7,3,4,5,1,7,4,5,4,4,9,8,4,4,3,9,7
198:8,1,4,7,8,1,8,7,3,3,3,3,8,3,7,5,1,9,2,2,5,9,8,6,4,8,7,5,8,9
199:3,1,4,6,5,6,9,7,8,1,8,5,9,6,9,5,1,5,8,5,5,4,9,4,5,4,2,4,9,6
200:3,1,4,6,5,6,9,7,8,1,8,5,9,6,9,5,1,5,8,5,1,4,9,4,5,4,2,4,9,6
201:9,3,2,6,2,1,1,4,5,5,3,7,6,2,8,2,8,9,2,4,2,9,2,9,7,8,1,9,3,1
202:6,3,1,9,3,4,5,9,3,4,1,2,8,6,7,8,9,9,4,5,4,4,9,5,9,4,5,4,8,5
203:7,5,9,9,2,6,7,6,4,6,8,4,3,3,2,4,6,3,3,8,2,7,8,2,3,8,5,4,7,3
204:1,4,5,3,6,1,3,1,1,9,9,1,4,9,7,2,3,9,7,1,7,9,1,3,6,7,5,8,6,7
205:4,7,2,2,9,9,2,9,4,8,1,1,6,9,4,6,5,5,9,4,2,8,3,8,1,2,7,7,6,3
206:3,6,3,3,6,4,3,9,6,8,6,3,8,6,7,3,8,2,9,7,4,4,8,3,9,8,2,9,3,6
207:5,7,8,5,5,9,8,3,3,2,3,6,8,2,4,8,6,3,7,9,6,8,3,6,9,3,9,4,7,9
208:6,5,1,8,6,7,5,1,4,1,1,2,2,3,5,1,3,6,3,2,4,4,6,8,7,8,4,4,9,6
209:3,4,9,2,2,4,6,9,4,6,5,1,5,4,4,5,8,1,9,8,2,2,7,5,2,3,1,7,1,1
210:4,8,5,6,9,6,6,1,8,1,2,1,3,2,5,9,1,6,5,9,3,1,7,6,1,5,2,9,9,7
211:5,1,9,6,1,1,3,3,1,2,9,3,9,5,7,3,1,4,6,6,1,3,9,5,7,9,3,6,1,6
212:2,4,1,8,8,2,9,6,3,2,7,5,3,1,2,4,6,3,1,3,6,4,8,6,3,7,2,6,3,2
213:6,1,7,2,5,4,8,7,1,3,7,4,6,4,8,8,1,4,3,5,4,4,3,9,8,6,2,8,3,9
214:6,5,1,8,3,2,9,5,8,7,8,1,1,6,6,8,8,9,9,5,7,5,2,6,4,6,6,2,6,9
215:5,1,9,6,1,1,3,3,1,2,9,3,9,5,7,3,1,4,6,6,1,3,9,5,7,9,3,6,1,2
216:6,8,8,2,2,6,2,2,6,3,2,5,1,4,9,2,4,8,7,8,4,3,8,8,7,4,9,6,5,5
217:8,1,7,5,3,3,1,3,3,7,9,8,3,9,2,2,4,4,5,4,9,4,2,6,4,8,2,9,2,9
218:3,5,5,6,1,8,6,9,5,2,3,5,8,7,9,4,5,2,2,4,5,9,5,8,4,9,4,7,9,1
219:4,1,3,3,3,7,3,9,8,4,9,8,1,4,1,5,6,1,4,1,2,7,3,2,9,1,5,5,3,3
220:3,1,4,6,5,6,9,7,8,1,8,5,9,6,9,5,1,5,8,5,5,4,9,4,5,4,2,4,9,7
221:4,5,5,3,2,8,6,2,9,4,5,2,3,2,8,4,9,4,6,1,9,1,3,4,5,3,4,9,7,9
222:1,6,6,6,6,3,6,4,8,6,7,7,2,8,3,7,1,5,9,2,9,2,3,7,5,5,2,1,3,8
223:9,3,5,3,6,8,9,9,9,4,5,8,6,8,5,5,6,8,2,8,2,9,9,4,9,4,4,4,3,3
224:4,2,2,4,4,5,6,6,3,2,3,8,3,6,9,8,5,6,5,7,4,2,8,6,3,7,2,6,5,7
225:1,5,5,3,8,7,2,1,7,5,9,4,3,6,7,7,8,9,3,7,5,9,8,6,1,8,9,5,3,7
